name,packaging,inn,atc,distributor,releasable_by,shortage,releasable
Actos 15 mg tablets 90 x - in bubble packaging,90 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actos 30 mg tablets 112 x - in bubble packaging,112 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actos 30 mg tablets 196 X - In Bubble Package,196 X - In Bubble Package,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actos 30 mg tablets 28 x - in bubble packaging,28 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,1,1
Actos 30 mg tablets 50 x - in bubble packaging,50 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,1,1
Actos 30 mg tablets 98 x - in bubble packaging,98 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,1,1
Actos 30 mg tablets 14 x - in bubble packaging,14 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,1,1
Actos 30 mg tablets 56 x - in bubble packaging,56 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,1,1
Actos 30 mg tablets 30 x - in bubble packaging,30 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,1,1
Actos 30 mg tablets 84 x - in bubble packaging,84 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,1,1
Actos 30 mg tablets 90 x - in bubble packaging,90 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,1,1
Actos 45 mg tablets 112 x - in bubble packaging,112 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,1,1
Actos 45 mg tablets 196 X - In Bubble Package,196 X - In Bubble Package,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,1,1
Actos 45 mg tablets 14 x - in bubble packaging,14 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actos 45 mg tablets 28 x - in bubble packaging,28 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actos 45 mg tablets 50 x - in bubble packaging,50 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actos 45 mg tablets 56 x - in bubble packaging,56 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actos 45 mg tablets 98 x - in bubble packaging,98 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actos 45 mg tablets 30 x - in bubble packaging,30 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actos 45 mg tablets 84 x - in bubble packaging,84 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actos 45 mg tablets 90 x - in bubble packaging,90 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actraphane 30 100 IU/ml Suspension injection injection glass (10 ml) 112 x - in bubble packaging,112 x - in bubble packaging,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actraphane 30 100 IU/ml Suspension injection injection glass (10 ml) 196 X - In Bubble Package,196 X - In Bubble Package,pioglitazone,A10BG03,'Cheplapharm Arzneimittel GmbH,J,0,1
Actraphane 30 100 IU/ml Suspension injection injection glass (10 ml) 1 x 10 ml -,1 x 10 ml -,insulin human,A10AD01,'Novo Nordisk A/S,V,0,1
Actraphane 30 40 IU/ml Suspension injection injection glass (10 ml) 5 x 10 ml -,5 x 10 ml -,insulin human,A10AD01,'Novo Nordisk A/S,V,0,1
Actraphane 30 40 IU/ml Suspension injection injection glass (10 ml) 5x1 x 10 ml -,5x1 x 10 ml -,insulin human,A10AD01,'Novo Nordisk A/S,V,0,1
Actraphane 30 40 IU/ml Suspension injection injection glass (10 ml) 1 x 10 ml -,1 x 10 ml -,insulin human,A10AD01,'Novo Nordisk A/S,V,0,1
Actraphane 30 FlexPen 100 IN/ml Suspension Injection in pre -filled injection pen 5 x 10 ml -,5 x 10 ml -,insulin human,A10AD01,'Novo Nordisk A/S,V,0,1
Actraphane 30 FlexPen 100 IN/ml Suspension Injection in pre -filled injection pen 5x1 x 10 ml -,5x1 x 10 ml -,insulin human,A10AD01,'Novo Nordisk A/S,V,0,1
Actraphane 30 FlexPen 100 IN/ml Suspension Injection in pre -filled injection pen 1 x 3 ml -,1 x 3 ml -,insulin human,A10AD01,'Novo Nordisk A/S,J,0,1
Actraphane 30 Innolets 100 IN/ml Suspension Injection in advanced injection pen 5 x 3 ml -,5 x 3 ml -,insulin human,A10AD01,'Novo Nordisk A/S,J,0,1
Actraphane 30 Innolets 100 IN/ml Suspension Injection in advanced injection pen 10 x 3 ml -,10 x 3 ml -,insulin human,A10AD01,'Novo Nordisk A/S,J,0,1
Actraphane 30 Innolets 100 IN/ml Suspension Injection in advanced injection pen 1 x 3 ml -,1 x 3 ml -,insulin human,A10AD01,'Novo Nordisk A/S,J,0,1
Actraphane 30 penfill 100 IU/ml injection in the cartridge 5 x 3 ml -,5 x 3 ml -,insulin human,A10AD01,'Novo Nordisk A/S,J,0,1
Actraphane 30 penfill 100 IU/ml injection in the cartridge 10 x 3 ml -,10 x 3 ml -,insulin human,A10AD01,'Novo Nordisk A/S,J,0,1
Actraphane 30 penfill 100 IU/ml injection in the cartridge 1 x 3 ml in cartridge,1 x 3 ml in cartridge,insulin human,A10AD01,'Novo Nordisk A/S,J,0,1
Actraphane 40 Penfill 100 IN/ml Suspension Injection in Patron 5 x 3 ml of cartridge,5 x 3 ml of cartridge,insulin human,A10AD01,'Novo Nordisk A/S,J,0,1
Actraphane 40 Penfill 100 IN/ml Suspension Injection in Patron 10 x 3 ml in cartridge,10 x 3 ml in cartridge,insulin human,A10AD01,'Novo Nordisk A/S,J,0,1
Actraphane 40 Penfill 100 IN/ml Suspension Injection in Patron 1 x 3 ml -,1 x 3 ml -,insulin human,A10AD01,'Novo Nordisk A/S,J,0,1
Actraphane 50 penfill 100 IU/ml injection in the cartridge 5 x 3 ml -,5 x 3 ml -,insulin human,A10AD01,'Novo Nordisk A/S,J,0,1
Actraphane 50 penfill 100 IU/ml injection in the cartridge 10 x 3 ml -,10 x 3 ml -,insulin human,A10AD01,'Novo Nordisk A/S,J,0,1
Actraphane 50 penfill 100 IU/ml injection in the cartridge 1 x 3 ml in cartridge,1 x 3 ml in cartridge,insulin human,A10AD01,'Novo Nordisk A/S,J,0,1
Actrapid 40 Inter -Fall Unit/ml Solution Injection 10 x 3 ml in cartridge,10 x 3 ml in cartridge,insulin human,A10AD01,'Novo Nordisk A/S,J,0,1
Actrapid 40 Inter -Fall Unit/ml Solution Injection 5 x 3 ml of cartridge,5 x 3 ml of cartridge,insulin human,A10AD01,'Novo Nordisk A/S,J,0,1
Actrapid 40 Inter -Fall Unit/ml Solution Injection 1 x 10 ml in an infusion glass,1 x 10 ml in an infusion glass,insulin human,A10AB01,'Novo Nordisk A/S,V,0,1
Actrapid 100 Inter -Fall Unit/ml Solution Injection 5 x 10 ml in an infusion glass,5 x 10 ml in an infusion glass,insulin human,A10AB01,'Novo Nordisk A/S,V,0,1
Actrapid 100 Inter -Fall Unit/ml Solution Injection 5x1 x 10 ml in vial,5x1 x 10 ml in vial,insulin human,A10AB01,'Novo Nordisk A/S,V,0,1
Actrapid 100 Inter -Fall Unit/ml Solution Injection 1 x 10 ml in vial,1 x 10 ml in vial,insulin human,A10AB01,'Novo Nordisk A/S,V,0,1
Actrapid FlexPen 100 Inter -0 Unit/ml Solution Injection in Pre -Filled Injection Pen 5 x 10 ml in vial,5 x 10 ml in vial,insulin human,A10AB01,'Novo Nordisk A/S,V,0,1
Actrapid FlexPen 100 Inter -0 Unit/ml Solution Injection in Pre -Filled Injection Pen 5x1 x 10 ml in vial,5x1 x 10 ml in vial,insulin human,A10AB01,'Novo Nordisk A/S,V,0,1
Actrapid FlexPen 100 Inter -0 Unit/ml Solution Injection in Pre -Filled Injection Pen 1 x 3 ml in pre -filled injection pen,1 x 3 ml in pre -filled injection pen,insulin human,A10AB01,'Novo Nordisk A/S,J,0,1
Actrapid Innolet 100 Inter -Fall Unit/ml Solution Injection in Extra Injection Pen 5 x 3 ml of pre -filled injection pen,5 x 3 ml of pre -filled injection pen,insulin human,A10AB01,'Novo Nordisk A/S,J,0,1
Actrapid Innolet 100 Inter -Fall Unit/ml Solution Injection in Extra Injection Pen 10 x 3 ml of pre -filled injection pen,10 x 3 ml of pre -filled injection pen,insulin human,A10AB01,'Novo Nordisk A/S,J,0,1
Actrapid Innolet 100 Inter -Fall Unit/ml Solution Injection in Extra Injection Pen 1 x 3 ml in pre -filled injection pen,1 x 3 ml in pre -filled injection pen,insulin human,A10AB01,'Novo Nordisk A/S,J,0,1
Actrapid Penfill 100 Injection injection in Patron 5 x 3 ml of pre -filled injection pen,5 x 3 ml of pre -filled injection pen,insulin human,A10AB01,'Novo Nordisk A/S,J,0,1
Actrapid Penfill 100 Injection injection in Patron 10 x 3 ml of pre -filled injection pen,10 x 3 ml of pre -filled injection pen,insulin human,A10AB01,'Novo Nordisk A/S,J,0,1
Actrapid Penfill 100 Injection injection in Patron 1 x 3 ml in cartridge,1 x 3 ml in cartridge,insulin human,A10AB01,'Novo Nordisk A/S,J,1,1
Adacel Polio Suspension Injection in a pre -filled syringe 5 x 3 ml of cartridge,5 x 3 ml of cartridge,insulin human,A10AB01,'Novo Nordisk A/S,J,1,1
Adacel Polio Suspension Injection in a pre -filled syringe 10 x 3 ml in cartridge,10 x 3 ml in cartridge,insulin human,A10AB01,'Novo Nordisk A/S,J,1,1
Adacel Polio Suspension Injection in a pre -filled syringe 1 x 0.5 ml of pre -filled syringe,1 x 0.5 ml of pre -filled syringe,"Diphtheria toxoid; Tetanus toxoid; filamentous haemagglutinin; Pertussis Vaccine (Acellular, Component, Adsorbed); Poliomyelitis Vaccines, inactivated, type 1; Poliomyelitis Vaccines, inactivated, type 2; Poliovirus (inactivated) type 3 (Saukett strain)",J07CA02,'Sanofi Pasteur,V,0,1
Adacel Polio Suspension Injection in a pre -filled syringe 10 x 0.5 ml of pre -filled syringe,10 x 0.5 ml of pre -filled syringe,"Diphtheria toxoid; Tetanus toxoid; filamentous haemagglutinin; Pertussis Vaccine (Acellular, Component, Adsorbed); Poliomyelitis Vaccines, inactivated, type 1; Poliomyelitis Vaccines, inactivated, type 2; Poliovirus (inactivated) type 3 (Saukett strain)",J07CA02,'Sanofi Pasteur,V,0,1
Adacel Polio Suspension Injection in a pre -filled syringe 20 x 0.5 ml of pre -filled syringe,20 x 0.5 ml of pre -filled syringe,"Diphtheria toxoid; Tetanus toxoid; filamentous haemagglutinin; Pertussis Vaccine (Acellular, Component, Adsorbed); Poliomyelitis Vaccines, inactivated, type 1; Poliomyelitis Vaccines, inactivated, type 2; Poliovirus (inactivated) type 3 (Saukett strain)",J07CA02,'Sanofi Pasteur,V,0,1
ADACEL SUSCENSION INVENCE 10 x 0.5 ml of pre -filled syringe,10 x 0.5 ml of pre -filled syringe,"Diphtheria toxoid; Tetanus toxoid; filamentous haemagglutinin; Pertussis Vaccine (Acellular, Component, Adsorbed); Poliomyelitis Vaccines, inactivated, type 1; Poliomyelitis Vaccines, inactivated, type 2; Poliovirus (inactivated) type 3 (Saukett strain)",J07CA02,'Sanofi Pasteur,V,0,1
ADACEL SUSCENSION INVENCE 1 x - in a pre -filled syringe,1 x - in a pre -filled syringe,"Pertussis Vaccine (Acellular, Component, Adsorbed); diphtheria vaccine (adsorbed); Tetanus vaccine (adsorbed)",J07AJ52,'Sanofi Pasteur SA,V,0,1
ADACEL SUSCENSION INVENCE 10 x - in a pre -filled syringe,10 x - in a pre -filled syringe,"Pertussis Vaccine (Acellular, Component, Adsorbed); diphtheria vaccine (adsorbed); Tetanus vaccine (adsorbed)",J07AJ52,'Sanofi Pasteur SA,V,0,1
DAKVEO 10 mg/ml concentrate for solution infusion 1 x - in a pre -filled syringe,1 x - in a pre -filled syringe,"Pertussis Vaccine (Acellular, Component, Adsorbed); diphtheria vaccine (adsorbed); Tetanus vaccine (adsorbed)",J07AJ52,'Sanofi Pasteur SA,V,0,1
Adalat Gits 30 mg retard film -coated tablets 10 x - in a pre -filled syringe,10 x - in a pre -filled syringe,"Pertussis Vaccine (Acellular, Component, Adsorbed); diphtheria vaccine (adsorbed); Tetanus vaccine (adsorbed)",J07AJ52,'Sanofi Pasteur SA,V,0,1
Adalat Gits 30 mg retard film -coated tablets 1 x 10 ml in vial,1 x 10 ml in vial,crizanlizumab,B06AX01,'Novartis Europharm Ltd.,I,0,1
Adamon 50 mg retard hard capsules 28 x - in bubble packaging,28 x - in bubble packaging,nifedipine,C08CA05,'Bayer AG,V,1,1
Adamon 50 mg retard hard capsules 30 x - in bubble packaging,30 x - in bubble packaging,tramadol,N02AX02,'Mylan EPD Kft.,V,0,1
Adamon 100 mg retard hard capsules 10 x - in bubble packaging,10 x - in bubble packaging,tramadol,N02AX02,'Mylan EPD Kft.,V,0,1
Adamon 100 mg retard hard capsules 50 x - in bubble packaging,50 x - in bubble packaging,tramadol,N02AX02,'Mylan EPD Kft.,V,0,1
Adamon 100 mg retard hard capsules 30 x - in bubble packaging,30 x - in bubble packaging,tramadol,N02AX02,'Mylan EPD Kft.,V,0,1
Adamon 150 mg retard hard capsules 50 x - in bubble packaging,50 x - in bubble packaging,tramadol,N02AX02,'Mylan EPD Kft.,V,0,1
Adamon 150 mg retard hard capsules 10 x - in bubble packaging,10 x - in bubble packaging,tramadol,N02AX02,'Mylan EPD Kft.,V,0,1
Adamon 200 mg retard hard capsules 10 x - in bubble packaging,10 x - in bubble packaging,tramadol,N02AX02,'Mylan EPD Kft.,V,0,1
Adamon 200 mg retard hard capsules 30 x - in bubble packaging,30 x - in bubble packaging,tramadol,N02AX02,'Mylan EPD Kft.,V,0,1
Adasuve 4.5 mg dose inhalation powder 50 x - in bubble packaging,50 x - in bubble packaging,tramadol,N02AX02,'Mylan EPD Kft.,V,0,1
Adasuve 4.5 mg dose inhalation powder 10 x - in bubble packaging,10 x - in bubble packaging,tramadol,N02AX02,'Mylan EPD Kft.,V,0,1
Adasuve 9.1 mg dos inhalation powder 5 x 1 - Inhaler,5 x 1 - Inhaler,loxapine,N05AH01,'Ferrer Internacional s.a.,I,0,1
Adasuve 9.1 mg dos inhalation powder 1 x - Inhaler,1 x - Inhaler,loxapine,N05AH01,'Ferrer Internacional s.a.,I,0,1
Adcetris 50 mg powder for a concentrate for infusion infusion 5 x 1 - Inhaler,5 x 1 - Inhaler,loxapine,N05AH01,'Ferrer Internacional s.a.,I,0,1
Adcirca 20 mg film -coated tablets 1 x - Inhaler,1 x - Inhaler,loxapine,N05AH01,'Ferrer Internacional s.a.,I,0,1
Adcirca 20 mg film -coated tablets 1 x - in a glass of injection,1 x - in a glass of injection,Brentuximab vedotin,L01XC,'Takeda Pharma A/S,I,0,1
Addamel n concentrate for solution infusion 28 x - in bubble packaging,28 x - in bubble packaging,Tadalafil,G04BE08,'Eli Lilly Nederland B.V.,Sz,0,1
Addaven concentrate for solution infusion 56 x - in bubble packaging,56 x - in bubble packaging,Tadalafil,G04BE08,'Eli Lilly Nederland B.V.,Sz,0,1
Adelle 3 mg/0.02 mg film -coated tablets 20 x 10 ml ampoules,20 x 10 ml ampoules,minerals,B05XA31,"'Fresenius Kabi AB, Uppsala",I,0,1
Adelle 3 mg/0.03 mg film -coated tablets 1 x 21 - in bubble packaging,1 x 21 - in bubble packaging,drospirenone; ethinylestradiol,G03AA12,"'Zentiva, k.s. (Csehország)",V,0,1
Adelle 3 mg/0.03 mg film -coated tablets 3 x 21 - in bubble packaging,3 x 21 - in bubble packaging,drospirenone; ethinylestradiol,G03AA12,"'Zentiva, k.s. (Csehország)",V,0,1
Adempas 0.5 mg film -coated tablets 1 x 21 - in bubble packaging,1 x 21 - in bubble packaging,drospirenone; ethinylestradiol,G03AA12,"'Zentiva, k.s. (Csehország)",V,0,1
Adempas 0.5 mg film -coated tablets 3 x 21 - in bubble packaging,3 x 21 - in bubble packaging,drospirenone; ethinylestradiol,G03AA12,"'Zentiva, k.s. (Csehország)",V,0,1
Adempas 0.5 mg film -coated tablets 42 x - in bubble packaging,42 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adempas 0.5 mg film -coated tablets 84 x - in bubble packaging,84 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adempas 1 mg film -coated tablets 90 x - in bubble packaging,90 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adempas 1 mg film -coated tablets 294 x - in bubble packaging,294 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adempas 1 mg film -coated tablets 42 x - in bubble packaging,42 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adempas 1 mg film -coated tablets 84 x - in bubble packaging,84 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adempas 1.5 mg film -coated tablets 90 x - in bubble packaging,90 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adempas 1.5 mg film -coated tablets 294 x - in bubble packaging,294 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adempas 1.5 mg film -coated tablets 42 x - in bubble packaging,42 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adempas 1.5 mg film -coated tablets 84 x - in bubble packaging,84 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adempas 2 mg film -coated tablets 90 x - in bubble packaging,90 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adempas 2 mg film -coated tablets 294 x - in bubble packaging,294 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adempas 2 mg film -coated tablets 42 x - in bubble packaging,42 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adempas 2 mg film -coated tablets 84 x - in bubble packaging,84 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adempas 2.5 mg film -coated tablets 90 x - in bubble packaging,90 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adempas 2.5 mg film -coated tablets 294 x - in bubble packaging,294 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adempas 2.5 mg film -coated tablets 42 x - in bubble packaging,42 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adempas 2.5 mg film -coated tablets 84 x - in bubble packaging,84 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adenocor 3 mg/ml solution injection 90 x - in bubble packaging,90 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adenuric 80 mg film -coated tablets 294 x - in bubble packaging,294 x - in bubble packaging,Riociguat,C02KX05,'Bayer AG,Sz,0,1
Adenuric 80 mg film -coated tablets 6 x 2 ml in vial,6 x 2 ml in vial,adenosine,C01EB10,'sanofi-aventis zrt.,I,0,1
Adenuric 80 mg film -coated tablets 28 x - in bubble packaging,28 x - in bubble packaging,febuxostat,M04AA03,'Menarini International Operations Luxembourg SA,J,0,1
Adenuric 80 mg film -coated tablets 84 x - in bubble packaging,84 x - in bubble packaging,febuxostat,M04AA03,'Menarini International Operations Luxembourg SA,J,0,1
Adenuric 80 mg film -coated tablets 14 x - in bubble packaging,14 x - in bubble packaging,febuxostat,M04AA03,'Menarini International Operations Luxembourg SA,J,0,1
Adenuric 80 mg film -coated tablets 42 x - in bubble packaging,42 x - in bubble packaging,febuxostat,M04AA03,'Menarini International Operations Luxembourg SA,J,0,1
Adenuric 80 mg film -coated tablets 56 x - in bubble packaging,56 x - in bubble packaging,febuxostat,M04AA03,'Menarini International Operations Luxembourg SA,J,0,1
Adenuric 80 mg film -coated tablets 98 x - in bubble packaging,98 x - in bubble packaging,febuxostat,M04AA03,'Menarini International Operations Luxembourg SA,J,0,1
Adenuric 120 mg film -coated tablets 98 x - in bubble packaging,98 x - in bubble packaging,febuxostat,M04AA03,'Menarini International Operations Luxembourg SA,J,0,1
Adenuric 120 mg film -coated tablets 84 x - in bubble packaging,84 x - in bubble packaging,febuxostat,M04AA03,'Menarini International Operations Luxembourg SA,J,0,1
Adenuric 120 mg film -coated tablets 28 x - in bubble packaging,28 x - in bubble packaging,febuxostat,M04AA03,'Menarini International Operations Luxembourg SA,J,0,1
Adenuric 120 mg film -coated tablets 14 x - in bubble packaging,14 x - in bubble packaging,febuxostat,M04AA03,'Menarini International Operations Luxembourg SA,J,0,1
Adenuric 120 mg film -coated tablets 42 x - in bubble packaging,42 x - in bubble packaging,febuxostat,M04AA03,'Menarini International Operations Luxembourg SA,J,0,1
Adenuric 120 mg film -coated tablets 56 x - in bubble packaging,56 x - in bubble packaging,febuxostat,M04AA03,'Menarini International Operations Luxembourg SA,J,0,1
ADEPEND 50 mg film -coated tablets 14 x - in bubble packaging,14 x - in bubble packaging,febuxostat,M04AA03,'Menarini International Operations Luxembourg SA,J,0,1
ADEPEND 50 mg film -coated tablets 42 x - in bubble packaging,42 x - in bubble packaging,febuxostat,M04AA03,'Menarini International Operations Luxembourg SA,J,0,1
ADEPEND 50 mg film -coated tablets 7 x - in bubble packaging,7 x - in bubble packaging,naltrexone,N07BB04,'Orpha Devel Handels und Vertriebs GmbH,Sz,0,1
ADEXOR MR 35 mg modified active ingredient filled film -coated tablets 14 x - in bubble packaging,14 x - in bubble packaging,naltrexone,N07BB04,'Orpha Devel Handels und Vertriebs GmbH,Sz,0,1
Adexor Prolong 40 mg retard hard capsules 28 x - in bubble packaging,28 x - in bubble packaging,naltrexone,N07BB04,'Orpha Devel Handels und Vertriebs GmbH,Sz,0,1
Adexor Prolong 40 mg retard hard capsules 60 x - in bubble packaging,60 x - in bubble packaging,trimetazidine,C01EB15,'Egis Gyógyszergyár Zrt.,V,0,1
Adexor Prolong 40 mg retard hard capsules 30 x - in bubble packaging,30 x - in bubble packaging,trimetazidine,C01EB15,'Egis Gyógyszergyár Zrt.,V,0,1
Adexor Prolong 80 mg retard hard capsules 60 x - in bubble packaging,60 x - in bubble packaging,trimetazidine,C01EB15,'Egis Gyógyszergyár Zrt.,V,0,1
Adexor Prolong 80 mg retard hard capsules 90 x - in bubble packaging,90 x - in bubble packaging,trimetazidine,C01EB15,'Egis Gyógyszergyár Zrt.,V,0,1
Adexor Prolong 80 mg retard hard capsules 30 x - in bubble packaging,30 x - in bubble packaging,trimetazidine,C01EB15,'Egis Gyógyszergyár Zrt.,V,0,1
Adimet 500 mg of film -coated tablets 60 x - in bubble packaging,60 x - in bubble packaging,trimetazidine,C01EB15,'Egis Gyógyszergyár Zrt.,V,0,1
Adimet 500 mg of film -coated tablets 90 x - in bubble packaging,90 x - in bubble packaging,trimetazidine,C01EB15,'Egis Gyógyszergyár Zrt.,V,0,1
Adimet 850 mg of film -coated tablets 120 x - in a transparent bubble pack,120 x - in a transparent bubble pack,metformin hydrochloride,A10BA02,'Teva Gyógyszergyár Zrt.,V,0,1
Adimet 850 mg of film -coated tablets 30 x - in a transparent bubble pack,30 x - in a transparent bubble pack,metformin hydrochloride,A10BA02,'Teva Gyógyszergyár Zrt.,V,0,1
Adimet 1000 mg of film -coated tablets 30 x - in a transparent bubble pack,30 x - in a transparent bubble pack,metformin hydrochloride,A10BA02,'Teva Gyógyszergyár Zrt.,V,0,1
Adimet 1000 mg of film -coated tablets 120 x - in a transparent bubble pack,120 x - in a transparent bubble pack,metformin hydrochloride,A10BA02,'Teva Gyógyszergyár Zrt.,V,0,1
Adimet 1000 mg of film -coated tablets 60 x - HDPE container,60 x - HDPE container,metformin hydrochloride,A10BA02,'Teva Gyógyszergyár Zrt.,V,0,1
Adimet 1000 mg of film -coated tablets 30 x - In an opaque white bubble pack,30 x - In an opaque white bubble pack,metformin hydrochloride,A10BA02,'Teva Gyógyszergyár Zrt.,V,0,1
Adimet XR 500 mg retard tablets 60 x - in a transparent bubble pack,60 x - in a transparent bubble pack,metformin hydrochloride,A10BA02,'Teva Gyógyszergyár Zrt.,V,0,1
Adimet XR 500 mg retard tablets 60 x - In an opaque white bubble pack,60 x - In an opaque white bubble pack,metformin hydrochloride,A10BA02,'Teva Gyógyszergyár Zrt.,V,0,1
Adimet XR 750 mg retard tablets 30 x - in bubble packaging,30 x - in bubble packaging,metformin hydrochloride,A10BA02,'Teva B.V.,V,1,1
Adimet XR 750 mg retard tablets 60 x - in bubble packaging,60 x - in bubble packaging,metformin hydrochloride,A10BA02,'Teva B.V.,V,1,1
Adimet XR 1000 mg retard tablets 30 x - in bubble packaging,30 x - in bubble packaging,metformin hydrochloride,A10BA02,'Teva B.V.,V,0,1
Adimet XR 1000 mg retard tablets 60 x - in bubble packaging,60 x - in bubble packaging,metformin hydrochloride,A10BA02,'Teva B.V.,V,0,1
ADJUPANRIX SUSSPENSION AND EMULATION FOR EMULATION 30 x - in bubble packaging,30 x - in bubble packaging,metformin hydrochloride,A10BA02,'Teva B.V.,V,0,1
Adoben 50 mg retard tablets 60 x - in bubble packaging,60 x - in bubble packaging,metformin hydrochloride,A10BA02,'Teva B.V.,V,0,1
Adoben 50 mg retard tablets 50 x 2.5 ml in vial,50 x 2.5 ml in vial,vakcina (virális),J07BB02,'GlaxoSmithKline Biologicals S.A.,V,0,1
Adoben 50 mg retard tablets 20 x - HDPE container,20 x - HDPE container,tapentadol,N02AX06,'Krka d.d.,V,0,1
Adoben 50 mg retard tablets 30 x - HDPE container,30 x - HDPE container,tapentadol,N02AX06,'Krka d.d.,V,0,1
ADOBEN 100 mg retard tablets 60 x - HDPE container,60 x - HDPE container,tapentadol,N02AX06,'Krka d.d.,V,0,1
ADOBEN 100 mg retard tablets 100 x - HDPE container,100 x - HDPE container,tapentadol,N02AX06,'Krka d.d.,V,0,1
ADOBEN 100 mg retard tablets 30 x - HDPE container,30 x - HDPE container,tapentadol,N02AX06,'Krka d.d.,V,0,1
Adoben 150 mg of retard tablets 60 x - HDPE container,60 x - HDPE container,tapentadol,N02AX06,'Krka d.d.,V,0,1
Adoben 150 mg of retard tablets 100 x - HDPE container,100 x - HDPE container,tapentadol,N02AX06,'Krka d.d.,V,0,1
Adoben 150 mg of retard tablets 30 x - HDPE container,30 x - HDPE container,tapentadol,N02AX06,'Krka d.d.,V,0,1
Adoben 200 mg retard tablets 60 x - HDPE container,60 x - HDPE container,tapentadol,N02AX06,'Krka d.d.,V,0,1
Adoben 200 mg retard tablets 100 x - HDPE container,100 x - HDPE container,tapentadol,N02AX06,'Krka d.d.,V,0,1
Adoben 200 mg retard tablets 30 x - HDPE container,30 x - HDPE container,tapentadol,N02AX06,'Krka d.d.,V,0,1
ADOBEN 250 mg of retard tablets 60 x - HDPE container,60 x - HDPE container,tapentadol,N02AX06,'Krka d.d.,V,0,1
ADOBEN 250 mg of retard tablets 100 x - HDPE container,100 x - HDPE container,tapentadol,N02AX06,'Krka d.d.,V,0,1
ADOBEN 250 mg of retard tablets 30 x - HDPE container,30 x - HDPE container,tapentadol,N02AX06,'Krka d.d.,V,0,1
Adrenalin Bradex 1 mg/ml solution injection 60 x - HDPE container,60 x - HDPE container,tapentadol,N02AX06,'Krka d.d.,V,0,1
Adrenalin Bradex 1 mg/ml solution injection 100 x - HDPE container,100 x - HDPE container,tapentadol,N02AX06,'Krka d.d.,V,0,1
